date,pr,srad,tmax,tmin,vp,q,basin_id,average_pr,average_q,average_tmax,average_tmin
2007-12-17,23.1,163.98,2.36,-13.25,223.21,1.34,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-18,0.0,172.3,-5.71,-14.97,200.0,1.51,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-19,0.07,185.15,-5.91,-16.3,168.15,1.36,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-20,5.69,127.05,-3.91,-13.0,225.97,1.3,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-21,1.83,162.52,-4.75,-15.34,200.0,1.22,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-22,0.0,184.62,-3.54,-14.24,200.12,1.13,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-23,0.0,176.24,3.41,-6.82,369.87,1.11,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-24,15.09,123.41,9.57,-0.04,609.51,3.6,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-25,0.0,112.1,3.59,-2.18,520.96,5.12,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-26,0.0,185.85,3.94,-7.14,360.0,4.75,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-27,0.12,160.68,3.0,-5.98,389.75,3.96,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-28,6.05,64.97,-0.24,-4.48,440.0,3.14,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-29,6.06,77.7,0.54,-4.48,438.9,2.67,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-30,8.49,78.59,1.68,-3.36,474.87,2.57,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2007-12-31,8.67,105.37,1.19,-5.69,402.12,2.31,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-01,10.55,150.2,-1.15,-13.06,224.45,2.11,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-02,19.38,152.8,-1.55,-13.36,216.7,1.93,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-03,0.0,211.9,-8.81,-21.16,120.0,1.82,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-04,0.0,230.33,-9.36,-24.31,80.0,1.74,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-05,0.0,215.51,-3.39,-16.02,177.79,1.68,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-06,0.0,137.08,0.31,-6.3,379.56,1.62,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-07,0.0,114.27,4.23,-1.22,559.56,1.57,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-08,0.0,153.76,9.11,1.3,673.05,1.67,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-09,0.0,165.37,11.55,2.91,757.56,2.18,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-10,0.0,170.78,8.87,0.1,607.81,3.91,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-11,3.92,185.45,7.32,-3.05,481.91,4.33,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-12,17.85,130.81,7.0,-1.76,541.39,6.29,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-13,0.0,196.89,4.43,-5.71,400.61,6.45,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-14,3.03,133.77,-0.3,-6.67,360.74,5.41,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-15,12.16,87.23,-4.14,-9.15,308.04,4.2,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-16,0.0,169.99,-3.27,-10.94,272.79,3.5,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-17,0.0,250.88,-2.19,-16.65,166.36,2.78,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-18,10.0,206.34,2.96,-10.9,267.72,3.01,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-19,13.34,177.12,3.13,-7.71,341.93,4.05,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-20,0.0,237.52,-0.99,-12.56,240.0,3.58,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-21,0.0,243.01,-8.75,-20.33,120.0,2.72,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-22,0.0,267.91,-3.21,-17.47,153.5,2.11,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-23,0.9,228.88,-0.5,-11.02,264.26,2.14,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-24,0.0,250.28,-2.95,-14.64,196.26,1.89,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-25,0.0,273.08,-7.26,-20.81,120.0,1.69,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-26,0.0,266.31,-5.87,-18.42,144.41,1.54,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-27,0.0,279.05,-4.19,-17.87,147.39,1.42,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-28,0.0,247.79,-3.63,-14.29,202.97,1.34,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-29,0.6,196.29,0.71,-7.37,351.05,1.34,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-30,2.83,179.4,5.31,-3.41,477.25,1.45,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-01-31,4.02,198.89,3.65,-7.78,341.26,1.89,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-01,0.0,234.42,-1.04,-10.05,283.41,1.82,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-02,23.99,209.71,4.55,-7.1,358.31,3.22,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-03,0.36,214.39,1.73,-6.02,385.5,3.96,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-04,0.0,240.51,0.53,-7.91,338.31,3.39,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-05,2.89,215.77,1.35,-7.93,338.62,2.76,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-06,9.34,134.05,1.4,-4.39,441.78,2.4,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-07,4.94,164.76,-1.5,-8.64,318.07,2.14,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-08,1.66,200.24,-3.58,-10.58,272.72,1.89,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-09,1.09,284.46,-1.73,-11.83,249.1,1.72,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-10,3.98,216.86,0.54,-8.4,322.55,1.6,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-11,5.8,231.83,-1.22,-11.91,240.0,1.5,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-12,0.0,286.38,-6.43,-15.59,188.22,1.46,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-13,32.3,269.89,1.71,-11.97,246.64,2.27,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-14,54.93,234.77,3.66,-6.12,391.89,9.99,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-15,3.45,281.1,1.85,-8.9,310.83,9.78,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-16,0.07,396.18,-0.83,-16.09,174.66,8.41,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-17,0.0,404.72,-1.56,-17.4,156.19,6.87,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-18,22.8,276.89,7.61,-5.15,422.63,7.62,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-19,10.77,240.25,7.81,-2.0,520.13,12.41,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-20,0.0,348.5,2.08,-8.55,320.0,11.99,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-21,0.0,368.75,-4.01,-15.22,186.0,9.74,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-22,0.0,385.95,-4.11,-16.07,178.64,7.2,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-23,5.97,253.27,-1.39,-10.78,270.17,5.33,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-24,0.0,430.14,0.76,-13.81,207.48,4.15,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-25,0.0,435.04,4.18,-10.75,268.17,3.47,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-26,0.0,403.7,4.08,-8.14,332.86,3.02,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-27,17.18,215.6,1.94,-5.25,419.59,2.72,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-28,1.91,366.41,-1.06,-11.75,240.14,2.57,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-02-29,0.0,464.84,-5.48,-20.9,120.0,2.32,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-01,10.03,335.54,-2.31,-15.9,180.97,2.08,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-02,13.57,244.2,0.13,-7.88,337.44,1.91,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-03,0.0,459.64,0.33,-13.38,217.73,1.84,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-04,0.0,398.61,6.11,-4.57,436.64,1.99,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-05,14.02,345.8,7.76,-6.22,387.69,2.68,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-06,14.97,335.53,4.79,-7.85,339.71,4.29,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-07,0.0,448.97,5.4,-7.32,350.42,4.09,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-08,25.89,269.89,6.54,-2.59,506.68,4.83,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-09,44.02,300.35,6.69,-3.83,453.78,12.41,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-10,0.0,413.71,0.02,-10.58,270.08,12.78,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-11,0.0,438.9,-0.6,-12.1,240.67,10.82,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-12,0.31,407.87,2.42,-8.16,327.98,8.66,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-13,2.74,342.08,1.17,-9.37,300.53,6.45,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-14,0.0,330.23,-0.26,-7.76,339.61,4.83,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-15,1.08,230.6,-0.11,-5.57,405.96,3.93,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-16,0.0,411.01,2.19,-7.4,349.29,3.39,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-17,0.0,360.13,2.89,-4.97,426.77,3.05,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-18,0.0,498.17,4.32,-8.05,335.33,2.73,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-19,0.0,490.47,5.47,-6.43,378.41,2.56,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-20,16.72,252.84,3.51,-3.44,468.65,3.46,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-21,12.15,235.36,0.59,-5.62,405.12,5.41,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-22,0.0,324.62,-1.19,-7.47,344.86,4.62,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-23,0.0,420.14,0.83,-7.65,344.2,3.85,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-24,0.0,571.02,1.02,-13.42,219.41,3.13,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-25,0.0,554.7,1.46,-11.79,250.36,2.76,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-26,3.06,415.17,5.17,-7.35,354.36,2.56,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-27,0.0,520.97,7.0,-4.51,435.93,2.76,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-28,1.51,379.15,4.08,-3.61,471.72,2.84,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-29,3.06,279.5,0.5,-5.56,407.04,2.64,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-30,0.0,510.64,3.69,-6.7,366.29,2.4,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-03-31,0.0,552.15,6.21,-5.62,405.44,2.42,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-01,6.9,366.77,7.91,-1.77,538.83,2.91,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-02,6.34,346.94,8.94,0.16,615.42,5.75,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-03,0.0,525.02,7.06,-3.4,470.35,6.58,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-04,0.0,520.48,8.34,-1.8,537.83,6.41,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-05,13.84,282.35,6.14,-0.25,598.49,6.74,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-06,0.0,402.39,6.89,0.12,610.99,6.54,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-07,0.0,558.44,8.58,-2.31,516.97,6.37,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-08,0.0,627.89,11.18,-3.27,476.85,6.29,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-09,0.0,631.73,12.02,-2.74,501.32,6.29,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-10,0.0,619.19,14.56,0.33,623.6,6.41,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-11,0.0,611.87,13.75,0.06,604.64,7.04,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-12,6.01,338.17,9.5,1.58,686.32,7.7,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-13,7.09,285.11,6.01,0.03,602.72,8.7,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-14,0.0,525.71,8.31,-1.41,558.07,8.53,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-15,0.0,622.16,10.65,-2.94,485.37,7.29,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-16,0.0,648.97,13.49,-2.17,522.94,6.08,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-17,0.0,639.01,15.67,0.41,627.24,5.37,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-18,0.0,661.12,20.33,2.2,714.46,4.95,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-19,0.0,660.9,21.28,2.63,740.37,4.75,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-20,0.0,610.67,15.71,1.41,674.97,4.58,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-21,0.0,534.24,13.95,2.69,744.9,4.25,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-22,0.0,594.29,16.29,2.46,730.45,3.9,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-23,0.84,629.33,20.69,4.36,836.23,3.53,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-24,4.19,445.4,17.92,3.86,804.39,3.29,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-25,0.0,568.65,13.06,0.6,633.55,3.2,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-26,0.0,641.35,15.03,-1.12,564.36,3.01,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-27,0.0,584.45,13.74,0.41,624.93,2.72,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-28,0.0,554.17,12.92,0.6,636.31,2.44,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-29,33.3,337.94,12.59,3.37,789.46,3.08,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-04-30,39.08,346.61,9.43,0.11,608.5,8.91,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-01,0.0,568.74,10.95,-1.69,543.68,9.95,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-02,0.0,634.17,13.23,-2.64,505.94,8.08,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-03,0.0,585.99,12.88,-0.74,582.12,5.66,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-04,5.47,290.04,10.96,3.24,769.31,4.33,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-05,4.16,305.45,12.67,4.3,824.27,3.74,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-06,0.0,632.25,18.31,1.54,683.0,3.26,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-07,0.0,552.99,20.67,7.18,1014.21,2.87,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-08,2.03,486.19,18.84,7.73,1058.73,2.56,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-09,0.01,557.02,19.22,5.81,920.0,2.5,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-10,0.0,434.55,14.5,5.33,898.38,2.27,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-11,0.0,467.39,13.67,3.73,797.72,2.06,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-12,0.0,569.81,16.56,2.95,756.1,1.87,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-13,0.0,551.19,18.07,4.8,863.81,1.68,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-14,0.0,616.47,20.16,3.37,785.78,1.52,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-15,0.0,634.75,20.4,2.27,720.15,1.39,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-16,0.0,532.3,20.11,7.0,1000.34,1.29,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-17,0.61,409.22,16.86,7.35,1027.61,1.25,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-18,5.11,353.18,16.66,6.04,922.82,1.36,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-19,3.08,375.62,18.78,7.28,1022.37,1.42,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-20,0.97,456.84,16.51,5.68,916.95,1.37,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-21,2.29,471.53,17.57,6.07,928.43,1.27,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-22,3.84,336.19,16.0,6.33,946.6,1.18,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-23,5.73,343.55,16.39,6.5,960.13,1.2,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-24,0.6,482.96,15.72,4.5,840.0,1.16,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-25,0.0,564.45,19.17,5.27,900.02,1.08,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-26,0.0,547.79,21.47,8.02,1081.73,0.98,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-27,0.98,521.69,22.5,9.87,1229.28,0.94,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-28,5.23,476.14,21.63,4.4,831.94,0.89,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-29,0.0,542.37,19.55,5.99,920.0,0.79,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-30,0.0,591.41,20.63,4.14,821.29,0.72,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-05-31,16.17,312.34,16.32,7.32,1025.31,0.7,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-01,21.47,307.9,18.66,9.34,1187.06,0.95,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-02,10.63,366.11,22.03,9.9,1232.06,1.42,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-03,4.13,432.83,21.5,8.17,1093.6,1.62,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-04,10.04,305.09,19.9,10.27,1261.48,2.06,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-05,5.11,227.84,16.2,9.5,1200.0,2.03,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-06,0.24,380.18,17.47,9.0,1160.18,1.77,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-07,0.0,358.4,17.14,9.25,1179.82,1.51,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-08,0.0,554.59,26.58,10.01,1190.03,1.29,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-09,0.0,506.19,30.75,15.73,1734.15,1.11,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-10,0.0,460.1,25.72,13.52,1549.14,0.95,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-11,4.43,378.76,25.16,11.02,1321.49,0.84,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-12,0.0,479.89,24.95,11.89,1387.54,0.75,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-13,0.0,536.35,24.01,8.1,1071.63,0.65,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-14,0.0,567.83,25.82,6.9,969.11,0.58,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-15,0.0,492.23,22.91,9.2,1166.86,0.53,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-16,1.72,257.0,18.51,12.16,1412.43,0.51,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-17,10.76,148.2,15.94,11.55,1364.13,0.62,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
2008-06-18,5.52,173.84,16.11,10.99,1319.41,0.83,0,3.466871208586094,1.964400373308446,12.243677088194122,0.9029444703686421
